name_age,time,overall_place,sex_place,sex_div_place,div,net_time,city_state_country,state_country,country,city,city_country,ag_time,bq,date,marathon,midd,year
Tony Filipek (M26),2:25:48,26,NA,23 / 12,M25-29,2:25:46,NA,"MI, USA",NA,NA,NA,2:25:46,BQ,2015-01-18,Houston Marathon,2150118,2015
Suleman Abrar (Pacer) (M21),2:27:16,28,NA,24 / 3,M20-24,2:27:16,NA,ETH,NA,NA,NA,2:26:36,BQ,2015-01-18,Houston Marathon,2150118,2015
Patrick Kuhlmann (M43),2:29:42,31,NA,25 / 3,M40-44,2:29:41,NA,"DC, USA",NA,NA,NA,2:22:29,BQ,2015-01-18,Houston Marathon,2150118,2015
Peter Lawrence (M43),2:33:21,35,NA,26 / 4,M40-44,2:33:21,NA,"TX, USA",NA,NA,NA,2:25:58,BQ,2015-01-18,Houston Marathon,2150118,2015
Thomas Whitcomb (M27),2:33:31,36,NA,27 / 13,M25-29,2:33:27,NA,"CA, USA",NA,NA,NA,2:33:27,BQ,2015-01-18,Houston Marathon,2150118,2015
Gabriel Kliot (M37),2:36:36,37,NA,28 / 2,M35-39,2:36:33,NA,"WA, USA",NA,NA,NA,2:35:55,BQ,2015-01-18,Houston Marathon,2150118,2015
Matthew Manning (M34),2:37:03,38,NA,29 / 7,M30-34,2:37:01,NA,"TX, USA",NA,NA,NA,2:37:01,BQ,2015-01-18,Houston Marathon,2150118,2015
Michael Defee (M40),2:37:11,39,NA,30 / 5,M40-44,2:37:11,NA,"TX, USA",NA,NA,NA,2:33:23,BQ,2015-01-18,Houston Marathon,2150118,2015
Ryan Twa (M40),2:38:23,40,NA,31 / 6,M40-44,2:38:15,NA,CAN,NA,NA,NA,2:34:26,BQ,2015-01-18,Houston Marathon,2150118,2015
Nathan Harkins (M36),2:39:18,42,NA,32 / 3,M35-39,2:39:12,NA,"TX, USA",NA,NA,NA,2:39:02,BQ,2015-01-18,Houston Marathon,2150118,2015
Vesko Rajovic (M42),2:39:23,44,NA,33 / 7,M40-44,2:39:21,NA,"TX, USA",NA,NA,NA,2:32:57,BQ,2015-01-18,Houston Marathon,2150118,2015
Javier Ceja (M26),2:39:36,45,NA,34 / 14,M25-29,2:39:36,NA,"VA, USA",NA,NA,NA,2:39:36,BQ,2015-01-18,Houston Marathon,2150118,2015
Rich Power (M50),2:43:01,48,NA,35 / 1,M50-54,2:42:39,NA,"MI, USA",NA,NA,NA,2:25:41,BQ,2015-01-18,Houston Marathon,2150118,2015
Jose Oviedo (M38),2:43:12,49,NA,36 / 4,M35-39,2:43:09,NA,"TX, USA",NA,NA,NA,2:41:40,BQ,2015-01-18,Houston Marathon,2150118,2015
Matthew Vance (M31),2:43:46,50,NA,37 / 8,M30-34,2:43:39,NA,"TX, USA",NA,NA,NA,2:43:39,BQ,2015-01-18,Houston Marathon,2150118,2015
RenÃ© Eisenring (M42),2:45:02,51,NA,38 / 8,M40-44,2:44:56,NA,SUI,NA,NA,NA,2:38:19,BQ,2015-01-18,Houston Marathon,2150118,2015
Lee Cordova (M27),2:45:29,53,NA,39 / 15,M25-29,2:45:25,NA,"CO, USA",NA,NA,NA,2:45:25,BQ,2015-01-18,Houston Marathon,2150118,2015
Andrew Dublin (M31),2:46:28,54,NA,40 / 9,M30-34,2:46:09,NA,"TX, USA",NA,NA,NA,2:46:09,BQ,2015-01-18,Houston Marathon,2150118,2015
Michael Bersani (M26),2:46:51,55,NA,41 / 16,M25-29,2:46:46,NA,"NY, USA",NA,NA,NA,2:46:46,BQ,2015-01-18,Houston Marathon,2150118,2015
Chris Strait (M41),2:47:06,58,NA,42 / 9,M40-44,2:47:04,NA,"TX, USA",NA,NA,NA,2:41:42,BQ,2015-01-18,Houston Marathon,2150118,2015
Brian Benestad (M32),2:47:32,59,NA,43 / 10,M30-34,2:47:11,NA,"PA, USA",NA,NA,NA,2:47:11,BQ,2015-01-18,Houston Marathon,2150118,2015
Chris Robbins (M40),2:48:02,61,NA,44 / 10,M40-44,2:47:57,NA,"TX, USA",NA,NA,NA,2:43:54,BQ,2015-01-18,Houston Marathon,2150118,2015
Nick Bias (M30),2:48:21,62,NA,45 / 11,M30-34,2:48:03,NA,"WV, USA",NA,NA,NA,2:48:03,BQ,2015-01-18,Houston Marathon,2150118,2015
Adam Daniels (M34),2:48:55,63,NA,46 / 12,M30-34,2:48:34,NA,"TX, USA",NA,NA,NA,2:48:34,BQ,2015-01-18,Houston Marathon,2150118,2015
Jorge Cardenas (M43),2:49:17,65,NA,47 / 11,M40-44,2:49:07,NA,"TX, USA",NA,NA,NA,2:40:58,BQ,2015-01-18,Houston Marathon,2150118,2015
Jordan Mcgowen (M25),2:50:07,67,NA,48 / 17,M25-29,2:49:56,NA,"TX, USA",NA,NA,NA,2:49:56,BQ,2015-01-18,Houston Marathon,2150118,2015
David Kayda (M38),2:50:07,68,NA,49 / 5,M35-39,2:50:05,NA,"TX, USA",NA,NA,NA,2:48:33,BQ,2015-01-18,Houston Marathon,2150118,2015
Mike Buenting (M40),2:50:47,69,NA,50 / 12,M40-44,2:50:43,NA,"MN, USA",NA,NA,NA,2:46:36,BQ,2015-01-18,Houston Marathon,2150118,2015
Jason Johnston (M40),2:51:17,70,NA,51 / 13,M40-44,2:51:14,NA,"TX, USA",NA,NA,NA,2:47:06,BQ,2015-01-18,Houston Marathon,2150118,2015
Cruz De La Cruz Cordova (M34),2:51:21,71,NA,52 / 13,M30-34,2:51:17,NA,MEX,NA,NA,NA,2:51:17,BQ,2015-01-18,Houston Marathon,2150118,2015
Claudio Rodriguez (M35),2:52:46,72,NA,53 / 6,M35-39,2:52:38,NA,"TX, USA",NA,NA,NA,2:52:38,BQ,2015-01-18,Houston Marathon,2150118,2015
Joshua Baker (M29),2:53:35,73,NA,54 / 18,M25-29,2:52:44,NA,"TX, USA",NA,NA,NA,2:52:44,BQ,2015-01-18,Houston Marathon,2150118,2015
Miguel Perez (M39),2:53:13,74,NA,55 / 7,M35-39,2:53:10,NA,"NC, USA",NA,NA,NA,2:50:23,BQ,2015-01-18,Houston Marathon,2150118,2015
Daniel Bucci (M32),2:53:29,75,NA,56 / 14,M30-34,2:53:19,NA,"TX, USA",NA,NA,NA,2:53:19,BQ,2015-01-18,Houston Marathon,2150118,2015
Brad Hunt (M33),2:53:31,76,NA,57 / 15,M30-34,2:53:27,NA,"TX, USA",NA,NA,NA,2:53:27,BQ,2015-01-18,Houston Marathon,2150118,2015
Jerry Rief (M50),2:54:05,77,NA,58 / 2,M50-54,2:53:53,NA,"WY, USA",NA,NA,NA,2:35:44,BQ,2015-01-18,Houston Marathon,2150118,2015
Michael Zelwin (M27),2:53:58,78,NA,59 / 19,M25-29,2:53:55,NA,"NY, USA",NA,NA,NA,2:53:55,BQ,2015-01-18,Houston Marathon,2150118,2015
Gabe Gomez (M38),2:54:10,79,NA,60 / 8,M35-39,2:54:03,NA,"TX, USA",NA,NA,NA,2:52:29,BQ,2015-01-18,Houston Marathon,2150118,2015
Eric Crutchfield (M28),2:54:37,80,NA,61 / 20,M25-29,2:54:27,NA,"IL, USA",NA,NA,NA,2:54:27,BQ,2015-01-18,Houston Marathon,2150118,2015
Tim Vinson (M50),2:54:40,82,NA,62 / 3,M50-54,2:54:35,NA,"AL, USA",NA,NA,NA,2:36:22,BQ,2015-01-18,Houston Marathon,2150118,2015
Kurtland Tyler (M28),2:54:54,83,NA,63 / 21,M25-29,2:54:38,NA,"TX, USA",NA,NA,NA,2:54:38,BQ,2015-01-18,Houston Marathon,2150118,2015
Hugh Leidlein (M54),2:54:59,84,NA,64 / 4,M50-54,2:54:41,NA,"TX, USA",NA,NA,NA,2:30:52,BQ,2015-01-18,Houston Marathon,2150118,2015
Joseph Crawford (M29),2:55:05,85,NA,65 / 22,M25-29,2:54:49,NA,"VA, USA",NA,NA,NA,2:54:49,BQ,2015-01-18,Houston Marathon,2150118,2015
Nathan Sicher (M33),2:55:26,87,NA,66 / 16,M30-34,2:55:14,NA,"MO, USA",NA,NA,NA,2:55:14,BQ,2015-01-18,Houston Marathon,2150118,2015
Richard Pett (M29),2:55:31,88,NA,67 / 23,M25-29,2:55:19,NA,"TX, USA",NA,NA,NA,2:55:19,BQ,2015-01-18,Houston Marathon,2150118,2015
Andrew Joseph (M26),2:56:26,89,NA,68 / 24,M25-29,2:55:22,NA,"TX, USA",NA,NA,NA,2:55:22,BQ,2015-01-18,Houston Marathon,2150118,2015
Thomas Brauer (M26),2:55:43,90,NA,69 / 25,M25-29,2:55:27,NA,"TX, USA",NA,NA,NA,2:55:27,BQ,2015-01-18,Houston Marathon,2150118,2015
Miles Martin Jr (M36),2:55:54,91,NA,70 / 9,M35-39,2:55:30,NA,"MS, USA",NA,NA,NA,2:55:19,BQ,2015-01-18,Houston Marathon,2150118,2015
Armando Cortes (M43),2:56:50,92,NA,71 / 14,M40-44,2:55:46,NA,MEX,NA,NA,NA,2:47:18,BQ,2015-01-18,Houston Marathon,2150118,2015
Samuel Sanderson (M37),2:56:08,93,NA,72 / 10,M35-39,2:55:47,NA,"TX, USA",NA,NA,NA,2:55:04,BQ,2015-01-18,Houston Marathon,2150118,2015
Abebe Minda (M45),2:59:23,94,NA,73 / 1,M45-49,2:56:06,NA,"OR, USA",NA,NA,NA,2:44:47,BQ,2015-01-18,Houston Marathon,2150118,2015
Brian King (M35),2:56:42,95,NA,74 / 11,M35-39,2:56:31,NA,"TX, USA",NA,NA,NA,2:56:31,BQ,2015-01-18,Houston Marathon,2150118,2015
Oleg Tabelev (M49),2:56:47,96,NA,75 / 2,M45-49,2:56:33,NA,CAN,NA,NA,NA,2:39:33,BQ,2015-01-18,Houston Marathon,2150118,2015
John Hartin (M57),2:56:43,98,NA,76 / 1,M55-59,2:56:36,NA,"VA, USA",NA,NA,NA,2:28:16,BQ,2015-01-18,Houston Marathon,2150118,2015
Stefan Grater (M46),2:57:07,99,NA,77 / 3,M45-49,2:56:39,NA,"TX, USA",NA,NA,NA,2:43:53,BQ,2015-01-18,Houston Marathon,2150118,2015
Tommi Peltomaki (M46),2:56:59,100,NA,78 / 4,M45-49,2:56:45,NA,FIN,NA,NA,NA,2:43:59,BQ,2015-01-18,Houston Marathon,2150118,2015
Chris Mcneece (M33),2:56:52,101,NA,79 / 17,M30-34,2:56:48,NA,"MS, USA",NA,NA,NA,2:56:48,BQ,2015-01-18,Houston Marathon,2150118,2015
Andrew Sharenson (M44),2:57:05,102,NA,80 / 15,M40-44,2:56:59,NA,"TX, USA",NA,NA,NA,2:47:03,BQ,2015-01-18,Houston Marathon,2150118,2015
Jerry Hammervold (M62),2:57:12,104,NA,81 / 1,M60-64,2:57:12,NA,"TX, USA",NA,NA,NA,2:21:40,BQ,2015-01-18,Houston Marathon,2150118,2015
Jefferson Gatrall (M41),2:57:47,105,NA,82 / 16,M40-44,2:57:15,NA,"NY, USA",NA,NA,NA,2:51:33,BQ,2015-01-18,Houston Marathon,2150118,2015
John Hamilton (M33),2:57:25,106,NA,83 / 18,M30-34,2:57:17,NA,"OK, USA",NA,NA,NA,2:57:17,BQ,2015-01-18,Houston Marathon,2150118,2015
Eric Chi (M29),2:57:28,107,NA,84 / 26,M25-29,2:57:18,NA,"TX, USA",NA,NA,NA,2:57:18,BQ,2015-01-18,Houston Marathon,2150118,2015
Bradley Oswalt (M36),2:58:01,109,NA,85 / 12,M35-39,2:57:38,NA,"LA, USA",NA,NA,NA,2:57:27,BQ,2015-01-18,Houston Marathon,2150118,2015
Ben Williams (M37),2:58:09,110,NA,86 / 13,M35-39,2:57:43,NA,"TX, USA",NA,NA,NA,2:57:00,BQ,2015-01-18,Houston Marathon,2150118,2015
Stephen Baumgartner (M41),2:57:49,111,NA,87 / 17,M40-44,2:57:43,NA,"TX, USA",NA,NA,NA,2:52:00,BQ,2015-01-18,Houston Marathon,2150118,2015
Garrett Rychlik (M47),2:57:59,112,NA,88 / 5,M45-49,2:57:44,NA,"TX, USA",NA,NA,NA,2:43:28,BQ,2015-01-18,Houston Marathon,2150118,2015
Ryan Snell (M30),2:58:12,113,NA,89 / 19,M30-34,2:57:46,NA,"TX, USA",NA,NA,NA,2:57:46,BQ,2015-01-18,Houston Marathon,2150118,2015
William Fairhurst (M26),2:58:25,114,NA,90 / 27,M25-29,2:57:56,NA,"TX, USA",NA,NA,NA,2:57:56,BQ,2015-01-18,Houston Marathon,2150118,2015
Vinny Michna (M36),2:58:08,115,NA,91 / 14,M35-39,2:57:59,NA,"TX, USA",NA,NA,NA,2:57:48,BQ,2015-01-18,Houston Marathon,2150118,2015
Nick Wendes (M23),2:58:28,116,NA,92 / 4,M20-24,2:58:07,NA,"TX, USA",NA,NA,NA,2:58:07,BQ,2015-01-18,Houston Marathon,2150118,2015
Will Whitehill (M24),2:58:28,117,NA,93 / 5,M20-24,2:58:07,NA,"TX, USA",NA,NA,NA,2:58:07,BQ,2015-01-18,Houston Marathon,2150118,2015
Kenny Miller (M37),2:58:33,118,NA,94 / 15,M35-39,2:58:14,NA,"MO, USA",NA,NA,NA,2:57:31,BQ,2015-01-18,Houston Marathon,2150118,2015
Benjamin Hagan (M32),2:59:10,119,NA,95 / 20,M30-34,2:58:16,NA,"TX, USA",NA,NA,NA,2:58:16,BQ,2015-01-18,Houston Marathon,2150118,2015
Jose Acosta (M38),2:58:41,120,NA,96 / 16,M35-39,2:58:20,NA,"TX, USA",NA,NA,NA,2:56:43,BQ,2015-01-18,Houston Marathon,2150118,2015
Chadwick Biermeier (M37),2:58:39,121,NA,97 / 17,M35-39,2:58:23,NA,"IL, USA",NA,NA,NA,2:57:40,BQ,2015-01-18,Houston Marathon,2150118,2015
Brian Fagan (M36),2:58:36,122,NA,98 / 18,M35-39,2:58:28,NA,"TX, USA",NA,NA,NA,2:58:17,BQ,2015-01-18,Houston Marathon,2150118,2015
Richard Peoples (M55),2:58:35,123,NA,99 / 2,M55-59,2:58:35,NA,"TX, USA",NA,NA,NA,2:32:47,BQ,2015-01-18,Houston Marathon,2150118,2015
Aaron Gray (M26),2:58:48,125,NA,100 / 28,M25-29,2:58:42,NA,"TX, USA",NA,NA,NA,2:58:42,BQ,2015-01-18,Houston Marathon,2150118,2015
Elisha Barno (M34),2:13:36,1,NA,1 / 1,M30-34,NA,"Santa Fe, NM, USA",NA,NA,NA,NA,2:13:36,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
CJ Albertson (M26),2:13:40,2,NA,2 / 1,M25-29,NA,"Fresno, CA, USA",NA,NA,NA,NA,2:13:40,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Patrick Smyth (M33),2:13:48,3,NA,3 / 2,M30-34,NA,"Santa Fe, NM, USA",NA,NA,NA,NA,2:13:48,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Denis Chirchir (M29),2:16:09,4,NA,4 / 2,M25-29,NA, ,NA,NA,NA,NA,2:16:09,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Tyson Miehe (M24),2:16:17,5,NA,5 / 1,M20-24,NA,"Darlington, WI, USA",NA,NA,NA,NA,2:16:17,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Chris Melgares (M24),2:16:35,6,NA,6 / 2,M20-24,NA,"Manhattan, KS, USA",NA,NA,NA,NA,2:16:35,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Zachary Hine (M32),2:16:36,7,NA,7 / 3,M30-34,NA,"Kensington, MD, USA",NA,NA,NA,NA,2:16:36,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Gregory Billington (M30),2:16:42,8,NA,8 / 4,M30-34,NA,"San Francisco, CA, USA",NA,NA,NA,NA,2:16:42,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Dylan Marx (M27),2:17:03,9,NA,9 / 3,M25-29,NA,"Lemon Grove, CA, USA",NA,NA,NA,NA,2:17:03,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
JJ Santana (M32),2:17:27,10,NA,10 / 5,M30-34,NA,"Las Vegas, NV, USA",NA,NA,NA,NA,2:17:27,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Joseph Moore (M36),2:17:27,11,NA,11 / 1,M35-39,NA,"Manhattan, KS, USA",NA,NA,NA,NA,2:17:18,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Blair Morgan (M26),2:17:33,12,NA,12 / 4,M25-29,NA,"Vancouver, Canada",NA,NA,NA,NA,2:17:33,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Max Storms (M29),2:17:34,13,NA,13 / 5,M25-29,NA,"San Francisco, CA, USA",NA,NA,NA,NA,2:17:34,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Adam Schroer (M31),2:17:35,14,NA,14 / 6,M30-34,NA,"San Francisco, CA, USA",NA,NA,NA,NA,2:17:35,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Daniel Meteer (M24),2:17:38,15,NA,15 / 3,M20-24,NA,"washington, DC, USA",NA,NA,NA,NA,2:17:38,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Mike Sayenko (M35),2:17:46,16,NA,16 / 2,M35-39,NA,"SNOHOMISH, WA, USA",NA,NA,NA,NA,2:17:46,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Swarnjit Boyal (M24),2:17:47,17,NA,17 / 4,M20-24,NA,"San Luis Obispo, CA, USA",NA,NA,NA,NA,2:17:47,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Andy Williams (M32),2:17:49,18,NA,18 / 7,M30-34,NA,"Middlebury, IN, USA",NA,NA,NA,NA,2:17:49,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Patrick Rizzo (M36),2:17:53,19,NA,19 / 3,M35-39,NA,"Colorado Springs, CO, USA",NA,NA,NA,NA,2:17:44,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
William Fredericks (M23),2:17:54,20,NA,20 / 5,M20-24,NA,"Garden City, ID, USA",NA,NA,NA,NA,2:17:54,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Tom Nobles (M23),2:17:54,21,NA,21 / 6,M20-24,NA,"Cary, NC, USA",NA,NA,NA,NA,2:17:54,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Charles Remillard (M26),2:17:56,22,NA,22 / 6,M25-29,NA,"Denver, CO, USA",NA,NA,NA,NA,2:17:56,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Dave Marks (M29),2:18:11,23,NA,23 / 7,M25-29,NA,"Denver, CO, USA",NA,NA,NA,NA,2:18:11,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Craig Hunt (M29),2:18:13,24,NA,24 / 8,M25-29,NA,"Flagstaff, AZ, USA",NA,NA,NA,NA,2:18:13,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Chris Boyle (M29),2:18:17,25,NA,25 / 9,M25-29,NA,"DENVER, CO, USA",NA,NA,NA,NA,2:18:17,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Duriel Hardy (M31),2:18:21,26,NA,26 / 8,M30-34,NA,"Philadelphia, PA, USA",NA,NA,NA,NA,2:18:21,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Julian Heninger (M25),2:18:23,27,NA,27 / 10,M25-29,NA,"Lake Oswego, OR, USA",NA,NA,NA,NA,2:18:23,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Mark Messmer (M27),2:18:25,28,NA,28 / 11,M25-29,NA,"Issaquah, WA, USA",NA,NA,NA,NA,2:18:25,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Garret Lee (M26),2:18:27,29,NA,29 / 12,M25-29,NA,"Littleton, CO, USA",NA,NA,NA,NA,2:18:27,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Charlie Hurt (M36),2:18:30,30,NA,30 / 4,M35-39,NA,"Charlottesville, VA, USA",NA,NA,NA,NA,2:18:21,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Aaron Dinzeo (M27),2:18:35,31,NA,31 / 13,M25-29,NA,"Providence, RI, USA",NA,NA,NA,NA,2:18:35,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Jacob Andrews (M26),2:18:43,32,NA,32 / 14,M25-29,NA,"Troy, NY, USA",NA,NA,NA,NA,2:18:43,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Henry Sterling (M28),2:18:46,33,NA,33 / 15,M25-29,NA,"Providence, RI, USA",NA,NA,NA,NA,2:18:46,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Tanner Fruit (M31),2:18:48,34,NA,34 / 9,M30-34,NA,"Colorado Springs, CO, USA",NA,NA,NA,NA,2:18:48,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Josh Baden (M30),2:18:49,35,NA,35 / 10,M30-34,NA,"Lawrence, KS, USA",NA,NA,NA,NA,2:18:49,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Zachary Vaslow (M34),2:18:49,36,NA,36 / 11,M30-34,NA,"Greensboro, NC, USA",NA,NA,NA,NA,2:18:49,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Everett Hackett (M29),2:18:53,37,NA,37 / 16,M25-29,NA,"Hartford, CT, USA",NA,NA,NA,NA,2:18:53,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Peter Bromka (M38),2:19:02,38,NA,38 / 5,M35-39,NA,"Portland, OR, USA",NA,NA,NA,NA,2:17:46,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Stephen Bourguet (M25),2:19:02,39,NA,39 / 17,M25-29,NA,"Somerville, MA, USA",NA,NA,NA,NA,2:19:02,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Joshua Hibbs (M31),2:19:03,40,NA,40 / 12,M30-34,NA,"Philadelphia, PA, USA",NA,NA,NA,NA,2:19:03,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
John Bleday (M28),2:19:05,41,NA,41 / 18,M25-29,NA,"New York, NY, USA",NA,NA,NA,NA,2:19:05,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Benjamin Mears (M31),2:19:06,42,NA,42 / 13,M30-34,NA,"Boulder, CO, USA",NA,NA,NA,NA,2:19:06,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Kristoffer Mugrage (M25),2:19:06,43,NA,43 / 19,M25-29,NA,"Alamosa, CO, USA",NA,NA,NA,NA,2:19:06,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Tom Slattery (M23),2:19:09,44,NA,44 / 7,M20-24,NA,"New York, NY, USA",NA,NA,NA,NA,2:19:09,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Lyle O'Brien (M28),2:19:10,45,NA,45 / 20,M25-29,NA,"Boulder, CO, USA",NA,NA,NA,NA,2:19:10,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Jonathan Briskman (M28),2:19:12,46,NA,46 / 21,M25-29,NA,"San Francisco, CA, USA",NA,NA,NA,NA,2:19:12,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Mike Hardy (M29),2:19:19,47,NA,47 / 22,M25-29,NA,"Morgan, UT, USA",NA,NA,NA,NA,2:19:19,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Patrick Hearn (M29),2:19:28,48,NA,48 / 23,M25-29,NA,"Monterey, CA, USA",NA,NA,NA,NA,2:19:28,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Erik Teig (M36),2:19:32,49,NA,49 / 6,M35-39,NA,"Boise, ID, USA",NA,NA,NA,NA,2:19:23,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
MICHAEL MORRIS (M29),2:19:33,50,NA,50 / 24,M25-29,NA,"Kyle, TX, USA",NA,NA,NA,NA,2:19:33,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Prescott Leach (M37),2:19:34,51,NA,51 / 7,M35-39,NA,"Waltham, MA, USA",NA,NA,NA,NA,2:19:00,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Tyler Morse (M25),2:19:35,52,NA,52 / 25,M25-29,NA,"Beaverton, OR, USA",NA,NA,NA,NA,2:19:35,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Jason Ayr (M32),2:19:38,53,NA,53 / 14,M30-34,NA,"Westfield, MA, USA",NA,NA,NA,NA,2:19:38,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
David Kiplagat (M35),2:19:38,54,NA,54 / 8,M35-39,NA,"alberquerque, NM, USA",NA,NA,NA,NA,2:19:38,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Grayson Hough (M28),2:19:39,55,NA,55 / 26,M25-29,NA,"Davis, CA, USA",NA,NA,NA,NA,2:19:39,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Ryan Archer (M25),2:19:50,56,NA,56 / 27,M25-29,NA,"New York, NY, USA",NA,NA,NA,NA,2:19:50,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Peter Falcon (M30),2:19:51,57,NA,57 / 15,M30-34,NA,"Plymouth, MN, USA",NA,NA,NA,NA,2:19:51,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Clint Anders (M29),2:20:04,58,NA,58 / 28,M25-29,NA,"Fort Collins, CO, USA",NA,NA,NA,NA,2:20:04,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Daniel Harrigan-Cota (M24),2:20:08,59,NA,59 / 8,M20-24,NA,"Montclair, CA, USA",NA,NA,NA,NA,2:20:08,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Darryl Brown (M37),2:20:18,60,NA,60 / 9,M35-39,NA,"Exton, PA, USA",NA,NA,NA,NA,2:19:44,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Adam Bohach (M35),2:20:18,61,NA,61 / 10,M35-39,NA,"Cresco, IA, USA",NA,NA,NA,NA,2:20:18,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Matt Hensley (M32),2:20:26,62,NA,62 / 16,M30-34,NA,"Superior, CO, USA",NA,NA,NA,NA,2:20:26,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Thomas Rivers Puzey (M35),2:20:26,63,NA,63 / 11,M35-39,NA,"Flagstaff, AZ, USA",NA,NA,NA,NA,2:20:26,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Clint McKelvey (M27),2:20:29,64,NA,64 / 29,M25-29,NA,"arlington, VA, USA",NA,NA,NA,NA,2:20:29,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Ryan Place (M34),2:20:29,65,NA,65 / 17,M30-34,NA,"San Diego, CA, USA",NA,NA,NA,NA,2:20:29,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Zachary Dulabon (M23),2:20:36,66,NA,66 / 9,M20-24,NA,"Vancouver, WA, USA",NA,NA,NA,NA,2:20:36,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Stephen Clevenger (M33),2:20:41,67,NA,67 / 18,M30-34,NA,"Decatur, IL, USA",NA,NA,NA,NA,2:20:41,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Erik Stanley (M34),2:20:49,68,NA,68 / 19,M30-34,NA,"Austin, TX, USA",NA,NA,NA,NA,2:20:49,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Tony Weber (M24),2:20:53,69,NA,69 / 10,M20-24,NA,"Leavenworth, KS, USA",NA,NA,NA,NA,2:20:53,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Daniel Glaz (M36),2:20:53,70,NA,70 / 12,M35-39,NA,"Chicago, IL, USA",NA,NA,NA,NA,2:20:44,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
Matt Lenehan (M28),2:20:57,71,NA,71 / 30,M25-29,NA,"San Francisco, CA, USA",NA,NA,NA,NA,2:20:57,BQ,2019-12-08,Cal Intl Marathon,687191208,2019
