name_age,time,overall_place,sex_place,sex_div_place,div,net_time,city_state_country,state_country,country,city,city_country,ag_time,bq,date,marathon,midd,year
LEE TROUP (M44),2:32:43,11,NA,11 / 8,Mpro, ,"BOULDER, CO, USA",NA,NA,NA,NA,2:24:08,BQ,2018-03-18,LA Marathon,9180318,2018
TIM COMAY (M33),2:34:00,14,NA,12 / 3,M30-34,2:34:00,"WALNUT CREEK, CA, USA",NA,NA,NA,NA,2:34:00,BQ,2018-03-18,LA Marathon,9180318,2018
CARLOS LARIOS (M45),2:34:23,16,NA,13 / 1,M45-49,2:34:18,"GRANADA HILLS, CA, USA",NA,NA,NA,NA,2:24:23,BQ,2018-03-18,LA Marathon,9180318,2018
JAMES RICHARDSON (M40),2:36:33,20,NA,14 / 1,M40-44,2:36:23,"DUNCAN, CANADA",NA,NA,NA,NA,2:32:36,BQ,2018-03-18,LA Marathon,9180318,2018
DANIEL ESTRELLA (M33),2:37:55,23,NA,15 / 4,M30-34,2:37:55,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:37:55,BQ,2018-03-18,LA Marathon,9180318,2018
MICHAEL FOLEY (M33),2:38:08,24,NA,16 / 5,M30-34,2:38:08,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:38:08,BQ,2018-03-18,LA Marathon,9180318,2018
JOHN FLOR (M34),2:39:09,26,NA,17 / 6,M30-34,2:39:05,"LONG BEACH, CA, USA",NA,NA,NA,NA,2:39:05,BQ,2018-03-18,LA Marathon,9180318,2018
JAMES LEFRAK (M44),2:39:20,27,NA,18 / 2,M40-44,2:39:19,"NEW YORK, NY, USA",NA,NA,NA,NA,2:30:22,BQ,2018-03-18,LA Marathon,9180318,2018
MARIO DIMAS (M35),2:39:26,28,NA,19 / 2,M35-39,2:39:26,"ASTORIA, NY, USA",NA,NA,NA,NA,2:39:26,BQ,2018-03-18,LA Marathon,9180318,2018
MARTIN RINDAHL (M54),2:40:42,30,NA,20 / 1,M50-54,2:40:41,"FRESNO, CA, USA",NA,NA,NA,NA,2:18:46,BQ,2018-03-18,LA Marathon,9180318,2018
IAN SHARMAN (M37),2:40:54,31,NA,21 / 3,M35-39,2:40:44,"BEND, OR, USA",NA,NA,NA,NA,2:40:05,BQ,2018-03-18,LA Marathon,9180318,2018
VICTOR MARTINEZ (M32),2:41:09,32,NA,22 / 7,M30-34,2:40:50,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:40:50,BQ,2018-03-18,LA Marathon,9180318,2018
MICHAEL BOWLDS (M32),2:43:09,33,NA,23 / 8,M30-34,2:43:01,"SANTA BARBARA, CA, USA",NA,NA,NA,NA,2:43:01,BQ,2018-03-18,LA Marathon,9180318,2018
HIROYUKI KAYAMA (M33),2:43:39,34,NA,24 / 9,M30-34,2:43:31,"IRVINE, CA, USA",NA,NA,NA,NA,2:43:31,BQ,2018-03-18,LA Marathon,9180318,2018
PRESTON GARDNER (M40),2:43:53,36,NA,25 / 3,M40-44,2:43:51,"CENTERVILLE, UT, USA",NA,NA,NA,NA,2:39:54,BQ,2018-03-18,LA Marathon,9180318,2018
KIAN MESSKOUB (M37),2:44:52,37,NA,26 / 4,M35-39,2:44:52,"MORRISTOWN, NJ, USA",NA,NA,NA,NA,2:44:12,BQ,2018-03-18,LA Marathon,9180318,2018
GREG ENG (M28),2:45:12,38,NA,27 / 2,M25-29,2:45:01,"RPV, CA, USA",NA,NA,NA,NA,2:45:01,BQ,2018-03-18,LA Marathon,9180318,2018
RYUDO TSUKIZAKI (M33),2:45:25,39,NA,28 / 10,M30-34,2:45:19,"KAWASAKI, JAPAN",NA,NA,NA,NA,2:45:19,BQ,2018-03-18,LA Marathon,9180318,2018
ALBERT WADE WERE (M51),2:45:55,40,NA,29 / 2,M50-54,2:45:46,"DARTMOUTH, CANADA",NA,NA,NA,NA,2:27:09,BQ,2018-03-18,LA Marathon,9180318,2018
FRANCISCO QUIJADA (M28),2:47:03,41,NA,30 / 1,M25-29,2:42:25,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:42:25,BQ,2018-03-18,LA Marathon,9180318,2018
SHINSUKE ADACHI (M41),2:47:12,42,NA,31 / 4,M40-44,2:47:02,"REDONDO BEACH, CA, USA",NA,NA,NA,NA,2:41:40,BQ,2018-03-18,LA Marathon,9180318,2018
BRIAN TEMPLE (M51),2:47:46,44,NA,32 / 3,M50-54,2:47:37,"PACIFIC PALISADES, CA, USA",NA,NA,NA,NA,2:28:47,BQ,2018-03-18,LA Marathon,9180318,2018
ALAN ZHOU (M20),2:48:09,45,NA,33 / 2,M20-24,2:48:09,"URBANA, IL, USA",NA,NA,NA,NA,2:46:02,BQ,2018-03-18,LA Marathon,9180318,2018
ROBERT MERCER (M31),2:48:14,46,NA,34 / 12,M30-34,2:46:53,"ALBUQUERQUE, NM, USA",NA,NA,NA,NA,2:46:53,BQ,2018-03-18,LA Marathon,9180318,2018
BLAKE RAYMOND (M31),2:49:00,47,NA,35 / 13,M30-34,2:48:54,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:48:54,BQ,2018-03-18,LA Marathon,9180318,2018
DOMINICK LAYFIELD (M46),2:49:01,48,NA,36 / 2,M45-49,2:46:08,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:34:08,BQ,2018-03-18,LA Marathon,9180318,2018
PEDRO MANUEL VELASCO MORENO (M50),2:49:03,49,NA,37 / 4,M50-54,2:48:53,"MANZANARES EL REAL, SPAIN",NA,NA,NA,NA,2:31:16,BQ,2018-03-18,LA Marathon,9180318,2018
COLIN DONOVAN (M44),2:49:09,50,NA,38 / 5,M40-44,2:49:07,"WILMETTE, IL, USA",NA,NA,NA,NA,2:39:37,BQ,2018-03-18,LA Marathon,9180318,2018
MARVIN GONZALEZ (M24),2:49:48,52,NA,39 / 3,M20-24,2:49:41,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:49:41,BQ,2018-03-18,LA Marathon,9180318,2018
GIL PEREZ (M41),2:50:18,53,NA,40 / 6,M40-44,2:50:13,"LONG BEACH, CA, USA",NA,NA,NA,NA,2:44:45,BQ,2018-03-18,LA Marathon,9180318,2018
EMILIO CRUZ (M38),2:50:46,54,NA,41 / 6,M35-39,2:50:39,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:49:06,BQ,2018-03-18,LA Marathon,9180318,2018
MARIN GARCIA (M41),2:51:03,55,NA,42 / 7,M40-44,2:50:46,"SANTA MONICA, CA, USA",NA,NA,NA,NA,2:45:17,BQ,2018-03-18,LA Marathon,9180318,2018
MICHAEL FANG (M24),2:51:05,56,NA,43 / 4,M20-24,2:50:46,"PASADENA, CA, USA",NA,NA,NA,NA,2:50:46,BQ,2018-03-18,LA Marathon,9180318,2018
DANNY ARTEAGA (M56),2:51:29,57,NA,44 / 1,M55-59,2:51:21,"CHINO HILLS, CA, USA",NA,NA,NA,NA,2:25:14,BQ,2018-03-18,LA Marathon,9180318,2018
BRIAN KORODY (M38),2:51:30,58,NA,45 / 8,M35-39,2:51:30,"THOUSAND OAKS, CA, USA",NA,NA,NA,NA,2:49:57,BQ,2018-03-18,LA Marathon,9180318,2018
JAVIER PITA (M37),2:51:32,59,NA,46 / 5,M35-39,2:48:21,"EL MONTE, CA, USA",NA,NA,NA,NA,2:47:40,BQ,2018-03-18,LA Marathon,9180318,2018
LUIS ROJAS (M35),2:51:34,60,NA,47 / 7,M35-39,2:51:25,"SANTA MONICA, CA, USA",NA,NA,NA,NA,2:51:25,BQ,2018-03-18,LA Marathon,9180318,2018
QUINN MURPHY (M30),2:51:37,61,NA,48 / 15,M30-34,2:51:27,"MANHATTAN BEACH, CA, USA",NA,NA,NA,NA,2:51:27,BQ,2018-03-18,LA Marathon,9180318,2018
JACEK KWIECINSKI (M30),2:51:48,62,NA,49 / 16,M30-34,2:51:41,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:51:41,BQ,2018-03-18,LA Marathon,9180318,2018
ERIK TRUEDSON (M27),2:51:51,63,NA,50 / 5,M25-29,2:51:43,"LONGMONT, CO, USA",NA,NA,NA,NA,2:51:43,BQ,2018-03-18,LA Marathon,9180318,2018
DAVID SCHWARTZ (M28),2:51:58,64,NA,51 / 3,M25-29,2:47:20,"SANTA MONICA, CA, USA",NA,NA,NA,NA,2:47:20,BQ,2018-03-18,LA Marathon,9180318,2018
ERIC WOSTENBERG (M41),2:52:23,65,NA,52 / 8,M40-44,2:52:11,"BURBANK, CA, USA",NA,NA,NA,NA,2:46:39,BQ,2018-03-18,LA Marathon,9180318,2018
MASAHIRO KITANO (M37),2:52:24,66,NA,53 / 9,M35-39,2:52:14,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:51:32,BQ,2018-03-18,LA Marathon,9180318,2018
MATT PAYNE (M29),2:52:27,67,NA,54 / 7,M25-29,2:52:18,"REDLANDS, CA, USA",NA,NA,NA,NA,2:52:18,BQ,2018-03-18,LA Marathon,9180318,2018
ABRAHAM SPITZER-TILCHIN (M20),2:52:30,68,NA,55 / 5,M20-24,2:52:20,"TUSTIN, CA, USA",NA,NA,NA,NA,2:50:10,BQ,2018-03-18,LA Marathon,9180318,2018
VAUGHN NELSON (M37),2:52:30,69,NA,56 / 10,M35-39,2:52:22,"LOMA LINDA, CA, USA",NA,NA,NA,NA,2:51:40,BQ,2018-03-18,LA Marathon,9180318,2018
JEFF SHAFFER (M23),2:52:31,70,NA,57 / 6,M20-24,2:52:22,"SAN FRANCISCO, CA, USA",NA,NA,NA,NA,2:52:22,BQ,2018-03-18,LA Marathon,9180318,2018
TERENCE BELL (M38),2:52:34,71,NA,58 / 11,M35-39,2:52:23,"SANTA MONICA, CA, USA",NA,NA,NA,NA,2:50:49,BQ,2018-03-18,LA Marathon,9180318,2018
THOMAS ZARNOCH (M27),2:52:39,72,NA,59 / 8,M25-29,2:52:30,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:52:30,BQ,2018-03-18,LA Marathon,9180318,2018
RUBEN RAMIREZ (M32),2:53:28,74,NA,60 / 9,Mpro, ,"CHINO, CA, USA",NA,NA,NA,NA,2:53:28,BQ,2018-03-18,LA Marathon,9180318,2018
GHYATH ABAZEED (M40),2:53:55,76,NA,61 / 9,M40-44,2:53:36,"DEARBORN, MI, USA",NA,NA,NA,NA,2:49:24,BQ,2018-03-18,LA Marathon,9180318,2018
FERDINEL SABADO (M28),2:54:09,77,NA,62 / 10,M25-29,2:53:50,"ARLETA, CA, USA",NA,NA,NA,NA,2:53:50,BQ,2018-03-18,LA Marathon,9180318,2018
COLE ZUCKER (M33),2:54:18,78,NA,63 / 11,M30-34,2:46:28,"VENICE, CA, USA",NA,NA,NA,NA,2:46:28,BQ,2018-03-18,LA Marathon,9180318,2018
JOSEPHUS LE ROUX (M45),2:54:22,79,NA,64 / 4,M45-49,2:54:13,"COLORADO SPRINGS, CO, USA",NA,NA,NA,NA,2:43:01,BQ,2018-03-18,LA Marathon,9180318,2018
SCOTT CAMPBELL (M27),2:54:28,80,NA,65 / 4,M25-29,2:47:36,"DENVER, CO, USA",NA,NA,NA,NA,2:47:36,BQ,2018-03-18,LA Marathon,9180318,2018
BRIAN TOKUDA (M47),2:54:33,81,NA,66 / 3,M45-49,2:54:05,"REDONDO BEACH, CA, USA",NA,NA,NA,NA,2:40:07,BQ,2018-03-18,LA Marathon,9180318,2018
DANIEL GONZALEZ (M26),2:54:38,82,NA,67 / 11,M25-29,2:54:28,"NAUCALPAN, MEXICO",NA,NA,NA,NA,2:54:28,BQ,2018-03-18,LA Marathon,9180318,2018
RICARDO CASTRO (M40),2:54:39,83,NA,68 / 10,M40-44,2:54:34,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:50:21,BQ,2018-03-18,LA Marathon,9180318,2018
ALEJANDRO GAUNA (M35),2:54:51,84,NA,69 / 13,M35-39,2:54:43,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:54:43,BQ,2018-03-18,LA Marathon,9180318,2018
ERIK SHIPLEY (M40),2:54:57,85,NA,70 / 11,M40-44,2:54:49,"LONE TREE, CO, USA",NA,NA,NA,NA,2:50:36,BQ,2018-03-18,LA Marathon,9180318,2018
LEONARDO PALOMERA (M27),2:55:02,86,NA,71 / 12,M25-29,2:54:50,"WHITTIER, CA, USA",NA,NA,NA,NA,2:54:50,BQ,2018-03-18,LA Marathon,9180318,2018
MYNOR RAMOS (M45),2:55:02,87,NA,72 / 5,M45-49,2:54:56,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:43:42,BQ,2018-03-18,LA Marathon,9180318,2018
DIEGO ALEJANDRO SERRANO GONZALEZ (M38),2:55:11,88,NA,73 / 14,M35-39,2:54:54,"ZAPOPAN, MEXICO",NA,NA,NA,NA,2:53:19,BQ,2018-03-18,LA Marathon,9180318,2018
NICK SUHADOLNIK (M28),2:55:20,89,NA,74 / 9,M25-29,2:52:48,"CARDIFF, CA, USA",NA,NA,NA,NA,2:52:48,BQ,2018-03-18,LA Marathon,9180318,2018
ROBERT LOVERIDGE (M50),2:55:20,90,NA,75 / 5,M50-54,2:55:11,"CHRISTCHURCH, NEW ZEALAND",NA,NA,NA,NA,2:36:54,BQ,2018-03-18,LA Marathon,9180318,2018
FREDERIC AMIEL (M37),2:55:23,91,NA,76 / 15,M35-39,2:55:16,FRANCE,NA,NA,NA,NA,2:54:33,BQ,2018-03-18,LA Marathon,9180318,2018
ALEX SAENZ (M30),2:55:24,92,NA,77 / 14,M30-34,2:50:31,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:50:31,BQ,2018-03-18,LA Marathon,9180318,2018
MATTHEW SUSTAYTA (M27),2:55:28,93,NA,78 / 14,M25-29,2:55:09,"WEST COVINA, CA, USA",NA,NA,NA,NA,2:55:09,BQ,2018-03-18,LA Marathon,9180318,2018
WESLEY SULZBERGER (M31),2:55:35,95,NA,79 / 18,M30-34,2:52:26,"LAUNCESTON, AUSTRALIA",NA,NA,NA,NA,2:52:26,BQ,2018-03-18,LA Marathon,9180318,2018
DANE WOLF (M35),2:55:39,96,NA,80 / 16,M35-39,2:55:21,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:55:21,BQ,2018-03-18,LA Marathon,9180318,2018
ALEX WALDHOUR (M27),2:55:59,97,NA,81 / 16,M25-29,2:55:40,"CHICAGO, IL, USA",NA,NA,NA,NA,2:55:40,BQ,2018-03-18,LA Marathon,9180318,2018
ALEXANDER SEGLER (M29),2:56:14,98,NA,82 / 17,M25-29,2:55:57,"HERMOSA BEACH, CA, USA",NA,NA,NA,NA,2:55:57,BQ,2018-03-18,LA Marathon,9180318,2018
DAN FALALEYEV (M27),2:56:19,99,NA,83 / 18,M25-29,2:56:03,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:56:03,BQ,2018-03-18,LA Marathon,9180318,2018
MIGUEL SANCHEZ (M24),2:56:31,100,NA,84 / 8,M20-24,2:56:21,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:56:21,BQ,2018-03-18,LA Marathon,9180318,2018
JAMES MILES (M32),2:56:38,101,NA,85 / 17,M30-34,2:51:59,"HAWTHORNE, CA, USA",NA,NA,NA,NA,2:51:59,BQ,2018-03-18,LA Marathon,9180318,2018
SEONGEUN YU (M33),2:56:41,102,NA,86 / 19,M30-34,2:56:31,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:56:31,BQ,2018-03-18,LA Marathon,9180318,2018
FRANK MEZA (M69),2:56:43,103,NA,87 / 1,M65-69,2:56:12,"SOUTH PASADENA, CA, USA",NA,NA,NA,NA,2:10:59,BQ,2018-03-18,LA Marathon,9180318,2018
NASSOR WHITEHEAD (M22),2:56:48,104,NA,88 / 1,M20-24,2:45:52,"RANCHO PALOS VERDES, CA, USA",NA,NA,NA,NA,2:45:47,BQ,2018-03-18,LA Marathon,9180318,2018
HENRY LOWENFELS (M35),2:56:48,105,NA,89 / 18,M35-39,2:56:39,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:56:39,BQ,2018-03-18,LA Marathon,9180318,2018
ZAC LUNDGREN (M27),2:57:09,106,NA,90 / 6,M25-29,2:52:15,"MINNEAPOLIS, MN, USA",NA,NA,NA,NA,2:52:15,BQ,2018-03-18,LA Marathon,9180318,2018
RYO FURUKAWA (M26),2:57:15,107,NA,91 / 20,M25-29,2:57:08,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:57:08,BQ,2018-03-18,LA Marathon,9180318,2018
HENRI PATRICIO (M32),2:57:21,108,NA,92 / 21,M30-34,2:57:05,"SAN BRUNO, CA, USA",NA,NA,NA,NA,2:57:05,BQ,2018-03-18,LA Marathon,9180318,2018
TIM PRICE (M28),2:57:38,109,NA,93 / 21,M25-29,2:57:26,"SMITHS, BERMUDA",NA,NA,NA,NA,2:57:26,BQ,2018-03-18,LA Marathon,9180318,2018
LUIS VIQUEZ (M40),2:57:48,110,NA,94 / 13,M40-44,2:57:41,"HEREDIA, COSTA RICA",NA,NA,NA,NA,2:53:24,BQ,2018-03-18,LA Marathon,9180318,2018
WILLEM TACK (M30),2:58:03,111,NA,95 / 24,M30-34,2:58:02,"ZINGEM, BELGIUM",NA,NA,NA,NA,2:58:02,BQ,2018-03-18,LA Marathon,9180318,2018
DANIEL HEIDTKE (M30),2:58:10,112,NA,96 / 22,M30-34,2:57:46,"MARINA DEL REY, CA, USA",NA,NA,NA,NA,2:57:46,BQ,2018-03-18,LA Marathon,9180318,2018
LORENZO TOLEDO (M33),2:58:17,114,NA,97 / 26,M30-34,2:58:10,"GLENDALE, CA, USA",NA,NA,NA,NA,2:58:10,BQ,2018-03-18,LA Marathon,9180318,2018
MATT TOBEY (M33),2:58:22,115,NA,98 / 23,M30-34,2:57:48,"PHOENIX, AZ, USA",NA,NA,NA,NA,2:57:48,BQ,2018-03-18,LA Marathon,9180318,2018
TRENT COX (M35),2:58:27,116,NA,99 / 12,M35-39,2:53:50,"MESA, AZ, USA",NA,NA,NA,NA,2:53:50,BQ,2018-03-18,LA Marathon,9180318,2018
NICHOLAS LEWIS (M38),2:58:38,117,NA,100 / 19,M35-39,2:58:24,"PLYMOUTH, MN, USA",NA,NA,NA,NA,2:56:47,BQ,2018-03-18,LA Marathon,9180318,2018
ELISHA BARNO (M31),2:11:52,1,NA,1 / 1,Melite,NA,KENYA,NA,NA,NA,NA,2:11:52,BQ,2017-03-19,LA Marathon,9170319,2017
DANIEL LIMO (M33),2:12:16,2,NA,2 / 2,Melite,NA,KENYA,NA,NA,NA,NA,2:12:16,BQ,2017-03-19,LA Marathon,9170319,2017
WILLY KOITILE (M30),2:12:47,3,NA,3 / 3,Melite,NA,KENYA,NA,NA,NA,NA,2:12:47,BQ,2017-03-19,LA Marathon,9170319,2017
WELDON KIRUI (M28),2:13:24,4,NA,4 / 4,Melite,NA,KENYA,NA,NA,NA,NA,2:13:24,BQ,2017-03-19,LA Marathon,9170319,2017
WILLY CANCHANYA (M25),2:14:53,5,NA,5 / 5,Melite,NA,PERU,NA,NA,NA,NA,2:14:53,BQ,2017-03-19,LA Marathon,9170319,2017
PIUS NYANTIKA (M30),2:15:42,6,NA,6 / 6,Melite,NA,KENYA,NA,NA,NA,NA,2:15:42,BQ,2017-03-19,LA Marathon,9170319,2017
ELKANA KIBET (M22),2:17:24,7,NA,7 / 7,Melite,NA,KENYA,NA,NA,NA,NA,2:17:19,BQ,2017-03-19,LA Marathon,9170319,2017
RAUL PACHECO (M37),2:17:25,8,NA,8 / 8,Melite,NA,PERU,NA,NA,NA,NA,2:16:52,BQ,2017-03-19,LA Marathon,9170319,2017
PEDRO NIMO (M36),2:18:12,9,NA,9 / 9,Melite,NA,SPAIN,NA,NA,NA,NA,2:18:03,BQ,2017-03-19,LA Marathon,9170319,2017
JOHN PICKHAVER (M26),2:23:27,10,NA,10 / 10,Melite,NA,USA,NA,NA,NA,NA,2:23:27,BQ,2017-03-19,LA Marathon,9170319,2017
JOSE MADERA (M25),2:25:58,11,NA,11 / 11,Melite,NA,USA,NA,NA,NA,NA,2:25:58,BQ,2017-03-19,LA Marathon,9170319,2017
BRANDON WOLFE (M25),2:26:36,12,NA,12 / 12,Melite,NA,USA,NA,NA,NA,NA,2:26:36,BQ,2017-03-19,LA Marathon,9170319,2017
DIMOS MANKINAS (M34),2:28:59,13,NA,13 / 1,M30-34,NA,"VOULA, ATHENS",NA,NA,NA,NA,2:28:59,BQ,2017-03-19,LA Marathon,9170319,2017
THOMAS BENICHOU (M34),2:29:20,14,NA,14 / 2,M30-34,NA,"CRETEIL, FRANCE",NA,NA,NA,NA,2:29:20,BQ,2017-03-19,LA Marathon,9170319,2017
QIXIANG ZHOU (M32),2:31:24,15,NA,15 / 3,M30-34,NA,"SHANGHAI, CHINA",NA,NA,NA,NA,2:31:24,BQ,2017-03-19,LA Marathon,9170319,2017
SAMUEL BRADBURY (M36),2:31:47,17,NA,16 / 1,M35-39,NA,"SANTA MONICA, CA, USA",NA,NA,NA,NA,2:31:37,BQ,2017-03-19,LA Marathon,9170319,2017
RUBEN GEYS (M27),2:34:31,19,NA,17 / 1,M25-29,NA,"BALEN, BELGIUM",NA,NA,NA,NA,2:34:31,BQ,2017-03-19,LA Marathon,9170319,2017
DANIEL ZARAGOZA (M23),2:35:24,20,NA,18 / 1,M20-24,NA,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:35:24,BQ,2017-03-19,LA Marathon,9170319,2017
BRETT BURDICK (M26),2:36:00,21,NA,19 / 2,M25-29,NA,"CHICAGO, IL, USA",NA,NA,NA,NA,2:36:00,BQ,2017-03-19,LA Marathon,9170319,2017
ANDY GREENLEAF (M34),2:36:08,22,NA,20 / 4,M30-34,NA,"LONDON, UNITED KINGDOM",NA,NA,NA,NA,2:36:08,BQ,2017-03-19,LA Marathon,9170319,2017
BRIAN SUTTER (M25),2:37:21,25,NA,21 / 3,M25-29,NA,"SANTA MONICA, CA, USA",NA,NA,NA,NA,2:37:21,BQ,2017-03-19,LA Marathon,9170319,2017
TIMOTHY COMAY (M32),2:38:09,27,NA,22 / 5,M30-34,NA,"WALNUT CREEK, CA, USA",NA,NA,NA,NA,2:38:09,BQ,2017-03-19,LA Marathon,9170319,2017
PETER LAWRENCE (M45),2:38:13,28,NA,23 / 1,M45-49,NA,"HOUSTON, TX, USA",NA,NA,NA,NA,2:28:03,BQ,2017-03-19,LA Marathon,9170319,2017
OSWALDO HURTADO (M43),2:39:02,29,NA,24 / 1,M40-44,NA,"DOWNEY, CA, USA",NA,NA,NA,NA,2:31:23,BQ,2017-03-19,LA Marathon,9170319,2017
RICO GUTIERREZ (M26),2:39:09,30,NA,25 / 4,M25-29,NA,"VAN NUYS, CA, USA",NA,NA,NA,NA,2:39:09,BQ,2017-03-19,LA Marathon,9170319,2017
XAVIOUR WALKER (M35),2:39:47,31,NA,26 / 2,M35-39,NA,"IRVINE, CA, USA",NA,NA,NA,NA,2:39:47,BQ,2017-03-19,LA Marathon,9170319,2017
KEN RIDEOUT (M45),2:40:13,32,NA,27 / 2,M45-49,NA,"PACIFIC PALISADES, CA, USA",NA,NA,NA,NA,2:29:55,BQ,2017-03-19,LA Marathon,9170319,2017
MICHAEL NOTHEM (M23),2:40:15,33,NA,28 / 2,M20-24,NA,"WEST HOLLYWOOD, CA, USA",NA,NA,NA,NA,2:40:15,BQ,2017-03-19,LA Marathon,9170319,2017
ERIC HULTQUIST (M27),2:41:35,34,NA,29 / 5,M25-29,NA,"PASADENA, CA, USA",NA,NA,NA,NA,2:41:35,BQ,2017-03-19,LA Marathon,9170319,2017
DEREK WEBER (M23),2:42:37,35,NA,30 / 3,M20-24,NA,"FORT COLLINS, CO, USA",NA,NA,NA,NA,2:42:37,BQ,2017-03-19,LA Marathon,9170319,2017
BOONE EBEL (M36),2:45:07,38,NA,31 / 3,M35-39,NA,"CHANDLER, AZ, USA",NA,NA,NA,NA,2:44:57,BQ,2017-03-19,LA Marathon,9170319,2017
GERMAN RODRIGUEZ (M50),2:45:51,40,NA,32 / 1,M50-54,NA,"SOUTH GATE, CA, USA",NA,NA,NA,NA,2:28:33,BQ,2017-03-19,LA Marathon,9170319,2017
ANDREW RUIZ (M26),2:45:53,41,NA,33 / 6,M25-29,NA,"ATLANTA, GA, USA",NA,NA,NA,NA,2:45:53,BQ,2017-03-19,LA Marathon,9170319,2017
SERGIO CRUZ (M40),2:46:48,42,NA,34 / 2,M40-44,NA,"CULVER CITY, CA, USA",NA,NA,NA,NA,2:42:46,BQ,2017-03-19,LA Marathon,9170319,2017
CHAD SUTTON (M33),2:46:58,43,NA,35 / 6,M30-34,NA,"TAYLORVILLE, IL, USA",NA,NA,NA,NA,2:46:58,BQ,2017-03-19,LA Marathon,9170319,2017
NAOKI KATO (M45),2:47:24,44,NA,36 / 3,M45-49,NA,"TORRANCE, CA, USA",NA,NA,NA,NA,2:36:39,BQ,2017-03-19,LA Marathon,9170319,2017
ADAM HAMMOND (M35),2:47:33,45,NA,37 / 4,M35-39,NA,"SAN DIEGO, CA, USA",NA,NA,NA,NA,2:47:33,BQ,2017-03-19,LA Marathon,9170319,2017
PHIL GANZ (M28),2:47:53,46,NA,38 / 7,M25-29,NA,"JUNEAU, AK, USA",NA,NA,NA,NA,2:47:53,BQ,2017-03-19,LA Marathon,9170319,2017
PRESTON GARDNER (M39),2:48:05,47,NA,39 / 5,M35-39,NA,"CENTERVILLE, UT, USA",NA,NA,NA,NA,2:45:23,BQ,2017-03-19,LA Marathon,9170319,2017
GREG ENG (M27),2:48:14,48,NA,40 / 8,M25-29,NA,"RANCHO PALOS VERDES, CA, USA",NA,NA,NA,NA,2:48:14,BQ,2017-03-19,LA Marathon,9170319,2017
FRED ZALOKAR (M56),2:49:10,49,NA,41 / 1,M55-59,NA,"RENO, NV, USA",NA,NA,NA,NA,2:23:23,BQ,2017-03-19,LA Marathon,9170319,2017
DANE WOLF (M34),2:49:17,50,NA,42 / 7,M30-34,NA,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:49:17,BQ,2017-03-19,LA Marathon,9170319,2017
GUILLAUME ROELS (M38),2:49:24,51,NA,43 / 6,M35-39,NA,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:47:52,BQ,2017-03-19,LA Marathon,9170319,2017
SCOTT CHOW (M19),2:49:59,53,NA,44 / 1,M16-19,NA,"SANTA BARBARA, CA, USA",NA,NA,NA,NA,2:45:49,BQ,2017-03-19,LA Marathon,9170319,2017
ALEXANDER GORNEY (M29),2:50:14,54,NA,45 / 9,M25-29,NA,"REDONDO BEACH, CA, USA",NA,NA,NA,NA,2:50:14,BQ,2017-03-19,LA Marathon,9170319,2017
DANNY ARTEAGA (M55),2:50:45,55,NA,46 / 2,M55-59,NA,"CHINO HILLS, CA, USA",NA,NA,NA,NA,2:26:05,BQ,2017-03-19,LA Marathon,9170319,2017
PEPE ROJAS (M34),2:50:54,56,NA,47 / 8,M30-34,NA,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:50:54,BQ,2017-03-19,LA Marathon,9170319,2017
RYUDO TSUKIZAKI (M32),2:50:59,57,NA,48 / 9,M30-34,NA,"LOS ANGELES, CA, USA",NA,NA,NA,NA,2:50:59,BQ,2017-03-19,LA Marathon,9170319,2017
RUPERTO ROMERO (M53),2:51:07,58,NA,49 / 2,M50-54,NA,"HUNTINGTON PARK, CA, USA",NA,NA,NA,NA,2:29:09,BQ,2017-03-19,LA Marathon,9170319,2017
MYLES MATSUNO (M31),2:51:09,59,NA,50 / 10,M30-34,NA,"GLENDALE, CA, USA",NA,NA,NA,NA,2:51:09,BQ,2017-03-19,LA Marathon,9170319,2017
