activity_id,shoes,device,suffer,vaporfly
549603210,\xe2\x80\x94,Garmin Forerunner 235,597,0
1845547095,"Mizuno Wave Inspire 13\n(1,211.0 mi)",Suunto Ambit2,\xe2\x80\x94,0
1263668347,"Brooks Ravenna\n(7,102.0 mi)",Garmin Forerunner 235,\xe2\x80\x94,0
214943663,Mizuno Wave Rider 17\n(576.3 mi),Suunto Ambit2 S,311,0
2325282344,\xe2\x80\x94,Garmin f\xc4\x93nix 5S,299,0
1221303585,\xe2\x80\x94,Garmin f\xc4\x93nix 5X,350,0
1845207601,\xe2\x80\x94,Garmin Forerunner 630,\xe2\x80\x94,0
2275447717,\xe2\x80\x94,Garmin Forerunner 735XT,478,0
956227714,\xe2\x80\x94,Garmin Forerunner 910XT,\xe2\x80\x94,0
292829332,\xe2\x80\x94,Garmin Forerunner 220,\xe2\x80\x94,0
413492854,\xe2\x80\x94,Garmin Forerunner 620,\xe2\x80\x94,0
223557741,\xe2\x80\x94,Garmin Forerunner 110,\xe2\x80\x94,0
949685314,\xe2\x80\x94,Garmin Forerunner 15,45,0
549579243,Salomon S-Lab Sonic\n(296.6 mi),Suunto Ambit2 R,\xe2\x80\x94,0
401722149,\xe2\x80\x94,Garmin Forerunner 920XT,\xe2\x80\x94,0
1946464619,\xe2\x80\x94,Garmin f\xc4\x93nix 5S,\xe2\x80\x94,0
1221446522,\xe2\x80\x94,Garmin f\xc4\x93nix 3,304,0
2838798891,\xe2\x80\x94,Garmin Forerunner 235,454,0
2292321860,"ASICS Noosa FF - Black\n(1,258.1 mi)",Garmin Forerunner 310XT,\xe2\x80\x94,0
289382040,\xe2\x80\x94,Garmin Forerunner 15,\xe2\x80\x94,0
946414438,adidas adios boost\n(130.8 mi),Garmin Forerunner 630,404,0
557539129,\xe2\x80\x94,Garmin Forerunner 220,\xe2\x80\x94,0
1221087249,\xe2\x80\x94,Garmin Forerunner 920XT,\xe2\x80\x94,0
1263009877,\xe2\x80\x94,Garmin f\xc4\x93nix 3,326,0
549347044,\xe2\x80\x94,Garmin Forerunner 235,\xe2\x80\x94,0
2786189891,\xe2\x80\x94,Garmin Forerunner 920XT,\xe2\x80\x94,0
1890458914,\xe2\x80\x94,Garmin Forerunner 920XT,\xe2\x80\x94,0
1512781235,New Balance minima\n(604.4 mi),Garmin Forerunner 620,\xe2\x80\x94,0
739856597,New Balance 890v5\n(506.9 mi),Garmin Forerunner 910XT,317,0
1221312906,\xe2\x80\x94,Garmin Forerunner 235,474,0
1946624563,"adidas Adizero Takumi Sen 3\n(15,662.9 mi)",Garmin Forerunner 645 Music,\xe2\x80\x94,0
289685558,Brooks Ghost\n(501.7 mi),Soleus GPS,\xe2\x80\x94,0
2326442065,\xe2\x80\x94,\xe2\x80\x94,\xe2\x80\x94,0
1524975896,\xe2\x80\x94,\xe2\x80\x94,\xe2\x80\x94,0
1844983184,adidas Boston 7\n(755.0 mi),Garmin Forerunner 620,\xe2\x80\x94,0
2749066094,\xe2\x80\x94,\xe2\x80\x94,\xe2\x80\x94,0
2838875998,\xe2\x80\x94,Garmin Forerunner 945,\xe2\x80\x94,0
4689287577,\xe2\x80\x94,Suunto Ambit2,\xe2\x80\x94,0
2292184817,\xe2\x80\x94,Garmin Forerunner 235,\xe2\x80\x94,0
2292243156,Nike Vaporfly 4% Blue\n(164.7 mi),Garmin f\xc4\x93nix 5S,298,1
1891058534,Nike Zoom Pegasus 35\n(723.8 mi),Garmin f\xc4\x93nix 5S,\xe2\x80\x94,0
1946582073,\xe2\x80\x94,Polar M400,\xe2\x80\x94,0
1221290474,\xe2\x80\x94,Garmin Forerunner 235,234,0
947412578,\xe2\x80\x94,Garmin Forerunner 920XT,\xe2\x80\x94,0
1512645340,\xe2\x80\x94,Suunto Ambit3 Peak,\xe2\x80\x94,0
424908958,\xe2\x80\x94,Garmin Forerunner 210,\xe2\x80\x94,0
566052718,\xe2\x80\x94,Garmin Forerunner 920XT,\xe2\x80\x94,0
739738415,Saucony kinvara 6\n(456.7 mi),Suunto,\xe2\x80\x94,0
2292207293,\xe2\x80\x94,Garmin f\xc4\x93nix 5X Plus,\xe2\x80\x94,0
1512984792,\xe2\x80\x94,Suunto,643,0
289357965,"Brooks Pure Cadence\n(13,855.0 mi)",Garmin Forerunner 220,\xe2\x80\x94,0
1525149210,adidas Adizero Tempo\n(310.1 mi),Polar V800,\xe2\x80\x94,0
739759234,New Balance MT00\n(454.1 mi),Garmin v\xc3\xadvoactive,\xe2\x80\x94,0
208111698,\xe2\x80\x94,Garmin Forerunner 910XT,\xe2\x80\x94,0
1512494283,Nike Zoom Fly\n(400.5 mi),Garmin Forerunner 735XT,421,0
563311837,\xe2\x80\x94,Garmin Forerunner 10,\xe2\x80\x94,0
1424576043,\xe2\x80\x94,Garmin Forerunner 235,\xe2\x80\x94,0
1846615566,\xe2\x80\x94,Garmin Forerunner 235,\xe2\x80\x94,0
1221460291,New Balance 1080 v6 III red\n(409.3 mi),Suunto,\xe2\x80\x94,0
4343572534,On Cloudflyer\n(107.0 mi),Garmin Connect,\xe2\x80\x94,0
1845381688,\xe2\x80\x94,Garmin f\xc4\x93nix 5,472,0
401197776,\xe2\x80\x94,Garmin Forerunner 620,\xe2\x80\x94,0
2292213836,Nike Vapor Fly 4% Flyknit\n(137.8 mi),Garmin Forerunner 235,\xe2\x80\x94,1
555842355,\xe2\x80\x94,Garmin f\xc4\x93nix 3,\xe2\x80\x94,0
2325335856,Brooks Asteria 4/19\n(384.6 mi),Garmin Forerunner 35,\xe2\x80\x94,0
1512400274,New Balance Zante v3\n(730.8 mi),Garmin Forerunner 920XT,\xe2\x80\x94,0
289239580,New Balance 1080v5\n(607.3 mi),Garmin Forerunner 920XT,831,0
1266596739,\xe2\x80\x94,Garmin Forerunner 225,\xe2\x80\x94,0
2292492760,Nike VaporFly 4%\n(98.4 mi),Garmin Forerunner 935,372,1
588594174,\xe2\x80\x94,GPX,\xe2\x80\x94,0
555747242,\xe2\x80\x94,Garmin Forerunner 110,\xe2\x80\x94,0
1264448775,\xe2\x80\x94,Garmin Forerunner 735XT,161,0
1512606703,\xe2\x80\x94,Garmin Forerunner 630,\xe2\x80\x94,0
2292138263,\xe2\x80\x94,Garmin Forerunner 935,\xe2\x80\x94,0
1845551265,\xe2\x80\x94,Garmin f\xc4\x93nix 5 Plus,\xe2\x80\x94,0
1890878336,\xe2\x80\x94,Garmin Forerunner 235,\xe2\x80\x94,0
1512559409,"Saucony Kinvara 8\n(1,730.7 mi)",Garmin Forerunner 235,\xe2\x80\x94,0
401875622,\xe2\x80\x94,Garmin Forerunner 220,\xe2\x80\x94,0
557783015,ASICS Gel Nimbus 17\n(662.0 mi),Garmin Forerunner 10,\xe2\x80\x94,0
1946392093,HOKA ONE ONE Clifton 3 Black/Gold\n(518.1 mi),Garmin Forerunner 935,224,0
313421888,New Balance 1400v2 (2nd pair)\n(363.1 mi),Garmin Forerunner 610,\xe2\x80\x94,0
1525031407,adidas Adizero Tempo 9 Mk2\n(463.7 mi),Suunto Spartan Ultra,\xe2\x80\x94,0
946562838,\xe2\x80\x94,Garmin Forerunner 620,\xe2\x80\x94,0
2838933838,\xe2\x80\x94,Garmin Forerunner 630,\xe2\x80\x94,0
1890365919,"Brooks Transcend 5\n(1,009.4 mi)",Garmin Forerunner 735XT,\xe2\x80\x94,0
1262908745,Saucony Kinvara 8.3\n(187.7 mi),Garmin Forerunner 220,\xe2\x80\x94,0
2748778991,adidas Adizero Boston White 3\n(612.6 mi),Garmin Forerunner 230,\xe2\x80\x94,0
1512292296,Nike Vaporfly\n(462.8 mi),Garmin Forerunner 735XT,108,1
1524667475,"Skechers GOrun Speed Meb - Lime / Blue\n(8,730.4 mi)",Garmin Forerunner 935,316,0
946618466,adidas Adizero Adios 3\n(421.2 mi),Garmin Forerunner 235,509,0
946575566,adidas Boston Boost Bleue Blanc Rouge\n(502.5 mi),Garmin Forerunner 630,\xe2\x80\x94,0
777638317,\xe2\x80\x94,Garmin Forerunner 920XT,\xe2\x80\x94,0
555281542,\xe2\x80\x94,Garmin Forerunner 920XT,\xe2\x80\x94,0
2838800659,Nike Air Zoom Pegasus 36\n(921.0 mi),Garmin v\xc3\xadvoactive HR,618,0
132767464,\xe2\x80\x94,Strava iPhone App,\xe2\x80\x94,0
1199054196,"adidas Supernova\n(1,527.6 mi)",Garmin Forerunner 230,\xe2\x80\x94,0
1844936537,\xe2\x80\x94,Garmin f\xc4\x93nix 3,229,0
2325512101,\xe2\x80\x94,Garmin Forerunner 35,\xe2\x80\x94,0
2325535548,\xe2\x80\x94,Garmin v\xc3\xadvoactive 3,\xe2\x80\x94,0
1946158253,\xe2\x80\x94,\xe2\x80\x94,\xe2\x80\x94,0
1845055665,\xe2\x80\x94,Garmin Forerunner 235,\xe2\x80\x94,0
402787266,Brooks T7 Racer\n(38.9 mi),GPX,\xe2\x80\x94,0
1342458450,\xe2\x80\x94,Garmin f\xc4\x93nix 3,\xe2\x80\x94,0
549480150,HOKA ONE ONE Clifton 2\n(354.8 mi),Garmin f\xc4\x93nix 2,335,0
298230571,"Saucony kinvara 4 Y/G\n(6,980.4 mi)",Garmin Forerunner 910XT,\xe2\x80\x94,0
555394487,Brooks Launch\n(332.6 mi),TomTom,340,0
1221428442,\xe2\x80\x94,Garmin v\xc3\xadvoactive,\xe2\x80\x94,0
744393885,Saucony kinvara 7\n(303.6 mi),Fitbit Surge,572,0
982469299,\xe2\x80\x94,Garmin Forerunner 920XT,\xe2\x80\x94,0
555479139,adidas adizero Adios Boost 2.0 Haile\n(818.7 mi),Garmin Forerunner 630,631,0
414145992,\xe2\x80\x94,Garmin Forerunner 920XT,\xe2\x80\x94,0
401154330,\xe2\x80\x94,Garmin Forerunner 220,\xe2\x80\x94,0
332322214,\xe2\x80\x94,Garmin Forerunner 210,\xe2\x80\x94,0
1525557356,Saucony Fastwitch 8\n(227.5 mi),Garmin Forerunner 920XT,\xe2\x80\x94,0
412339405,\xe2\x80\x94,TomTom,\xe2\x80\x94,0
740421821,\xe2\x80\x94,Garmin Forerunner 15,\xe2\x80\x94,0
