activity_id,shoes,device,suffer,vaporfly
470911025,\xe2\x80\x94,Garmin Forerunner 220,\xe2\x80\x94,0
556592627,\xe2\x80\x94,Garmin Forerunner 110,282,0
1846184168,adidas Adizero Adios Boost 4\n(500.4 mi),Garmin Forerunner 235,148,0
879825857,\xe2\x80\x94,Garmin Forerunner 735XT,\xe2\x80\x94,0
550806165,Brooks Green Silence\n(117.1 mi),Garmin Forerunner 920XT,\xe2\x80\x94,0
1890485127,\xe2\x80\x94,Garmin Forerunner 220,\xe2\x80\x94,0
946498750,\xe2\x80\x94,Garmin Forerunner 620,\xe2\x80\x94,0
367256053,ASICS\n(437.5 mi),Garmin Forerunner 305,\xe2\x80\x94,0
2839293717,"adidas ultra boost black\n(7,676.5 mi)",Garmin f\xc4\x93nix 3,610,0
946474430,Nike Free RN\n(285.7 mi),Garmin Forerunner 235,304,0
555355774,ASICS nimbus 16 blue\n(933.2 mi),Garmin f\xc4\x93nix 3,311,0
132777175,\xe2\x80\x94,Garmin Forerunner 210,\xe2\x80\x94,0
289293300,adidas Adios Boost 2\n(428.5 mi),Garmin Forerunner 220,\xe2\x80\x94,0
1263070350,\xe2\x80\x94,Garmin Forerunner 235,\xe2\x80\x94,0
206722259,"New Balance 980\n(1,705.3 mi)",Garmin Forerunner 620,\xe2\x80\x94,0
739827122,\xe2\x80\x94,Garmin Forerunner 620,\xe2\x80\x94,0
1262875098,ASICS Noosafast\n(635.3 mi),Strava iPhone App,\xe2\x80\x94,0
1525095470,Nike zoom vaporfly 4%\n(200.6 mi),Garmin Forerunner 235,463,1
289727872,Mizuno\n(210.0 mi),Garmin f\xc4\x93nix 2,510,0
1512414523,New Balance 1400 V5\n(279.8 mi),Garmin Forerunner 230,\xe2\x80\x94,0
1850937186,\xe2\x80\x94,Garmin Forerunner 15,\xe2\x80\x94,0
2326311194,adidas Adizero Adios Boost 2 BLUE\n(291.6 mi),Garmin Forerunner 620,\xe2\x80\x94,0
2325573459,\xe2\x80\x94,Garmin f\xc4\x93nix 5,315,0
740801040,\xe2\x80\x94,Garmin Forerunner 920XT,\xe2\x80\x94,0
410990681,Mizuno Sayonara\n(537.3 mi),Garmin Forerunner 220,984,0
549472463,Saucony k5\n(521.6 mi),Garmin Forerunner 620,\xe2\x80\x94,0
2786138760,\xe2\x80\x94,Garmin Forerunner 945,315,0
946549831,Saucony Kinvara\n(438.5 mi),Garmin Forerunner 630,\xe2\x80\x94,0
1527154334,\xe2\x80\x94,Garmin Forerunner 610,\xe2\x80\x94,0
1209716989,\xe2\x80\x94,TomTom,\xe2\x80\x94,0
2292568155,\xe2\x80\x94,Garmin Forerunner 935,\xe2\x80\x94,0
1845345669,\xe2\x80\x94,Garmin Forerunner 935,430,0
987935384,\xe2\x80\x94,Garmin Forerunner 910XT,\xe2\x80\x94,0
2839099938,\xe2\x80\x94,Garmin Forerunner 945,562,0
549603404,\xe2\x80\x94,Garmin Forerunner 910XT,\xe2\x80\x94,0
1520125414,\xe2\x80\x94,Garmin Forerunner 210,\xe2\x80\x94,0
247836340,\xe2\x80\x94,GPX,\xe2\x80\x94,0
