activity_id,shoes,device,suffer,vaporfly
201088189,New Balance M870v3\n(676.9 mi),GPX,\xe2\x80\x94,0
1526855073,\xe2\x80\x94,Garmin Forerunner 310XT,\xe2\x80\x94,0
946488413,Nike Flyknit Racer\n(193.5 mi),Garmin Forerunner 235,586,0
2325461461,\xe2\x80\x94,\xe2\x80\x94,\xe2\x80\x94,0
401877419,Brooks Ravenna  3\n(267.0 mi),Garmin f\xc4\x93nix 2,\xe2\x80\x94,0
1512594466,Karhu Fusion Ortix\n(300.7 mi),Garmin Forerunner 235,366,0
1524538057,\xe2\x80\x94,Garmin Forerunner 235,347,0
732340762,"New Balance Zante\n(5,070.4 mi)",GPX,\xe2\x80\x94,0
947292717,\xe2\x80\x94,Garmin Forerunner 620,\xe2\x80\x94,0
1890385816,Saucony Kinvara\n(178.9 mi),Garmin v\xc3\xadvoactive,\xe2\x80\x94,0
1512641164,\xe2\x80\x94,Garmin epix,297,0
1890690838,Nike zoom vaporfly 4%\n(305.4 mi),Garmin Forerunner 935,\xe2\x80\x94,1
4507567973,\xe2\x80\x94,\xe2\x80\x94,\xe2\x80\x94,0
555989374,"Nike Air Zoom Streak 5\n(1,888.9 mi)",Garmin Forerunner 220,\xe2\x80\x94,0
942276511,"Saucony Kinvara 8\n(3,660.8 mi)",Garmin Forerunner 610,\xe2\x80\x94,0
215409367,Skechers GoRun Ride 3\n(632.5 mi),Garmin Forerunner 620,\xe2\x80\x94,0
2296537760,\xe2\x80\x94,Garmin Forerunner 235,\xe2\x80\x94,0
2329116363,"New Balance 1080\n(18,431.1 mi)",Garmin Forerunner 935,\xe2\x80\x94,0
424806206,Brooks Glycerin\n(321.7 mi),TomTom,\xe2\x80\x94,0
410964717,Altra Instinct 1.5\n(133.5 mi),Garmin Forerunner 620,\xe2\x80\x94,0
549512269,Saucony Ride 7\n(689.3 mi),Garmin Forerunner 235,\xe2\x80\x94,0
1845306836,adidas Boston 6 white\n(606.4 mi),Garmin Forerunner 235,\xe2\x80\x94,0
2325394683,\xe2\x80\x94,Garmin Forerunner 935,\xe2\x80\x94,0
1199121167,\xe2\x80\x94,Garmin Forerunner 735XT,334,0
2325320917,adidas solarglide st (black)\n(300.6 mi),Garmin f\xc4\x93nix 3,\xe2\x80\x94,0
739802219,ASICS Hyperspeed 6\n(152.1 mi),Garmin v\xc3\xadvoactive,\xe2\x80\x94,0
555824345,Saucony Guide 7\n(662.6 mi),Garmin Forerunner 225,\xe2\x80\x94,0
1524569319,adidas adios 3\n(736.7 mi),Garmin Forerunner 235,336,0
1524560233,\xe2\x80\x94,Garmin Forerunner 235,\xe2\x80\x94,0
972526276,\xe2\x80\x94,Garmin Forerunner 15,\xe2\x80\x94,0
